Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Domestic Violence,Medium,23-09-2021,12:55,Thursday,5,2023,Morning,Jaipur,Rajasthan,East,Senior (56+),22011,67,16.98,Medium,Other,jaipur,delhi,26.9124,75.7873,1015.355518,city_only,26.9124,75.7873
Drug Offense,Low,09-08-2024,08:35,Tuesday,3,2024,Evening,Bangalore,Karnataka,North,Adult (36-55),6637,28,17.51,High,Male,bangalore,telangana,12.9716,77.5946,1538.961134,city_only,12.9716,77.5946
Cybercrime,Low,30-10-2022,19:09,Sunday,8,2022,Morning,Lucknow,Uttar Pradesh,Central,Young Adult (20-35),14069,33,0.9,Medium,Male,lucknow,west bengal,26.8467,80.9462,621.543448,city_only,26.8467,80.9462
Murder,Low,28-05-2025,04:18,Wednesday,3,2023,Night,Bangalore,Karnataka,East,Child (0-12),8066,25,4.85,Medium,Other,bangalore,maharashtra,12.9716,77.5946,1015.769848,city_only,12.9716,77.5946
Cybercrime,High,20-03-2024,22:30,Monday,11,2023,Evening,Bangalore,Karnataka,North,Young Adult (20-35),28785,76,10.58,Medium,Male,bangalore,telangana,12.9716,77.5946,779.7567812,city_only,12.9716,77.5946
Drug Offense,High,09-07-2024,14:31,Saturday,2,2025,Night,Mumbai,Maharashtra,South,Child (0-12),12397,60,4.42,Medium,Other,mumbai,uttar pradesh,19.076,72.8777,1569.358714,city_only,19.076,72.8777
Fraud,High,29-05-2023,09:14,Thursday,5,2023,Night,Hyderabad,Telangana,East,Senior (56+),29660,10,16.07,Low,Male,hyderabad,maharashtra,17.385,78.4867,1220.368593,city_only,17.385,78.4867
Fraud,Critical,16-04-2025,21:57,Sunday,11,2024,Afternoon,Lucknow,Uttar Pradesh,East,Teen (13-19),25085,96,12.13,High,Other,lucknow,tamil nadu,26.8467,80.9462,888.9396828,city_only,26.8467,80.9462
Robbery,Critical,03-12-2024,09:16,Monday,4,2021,Evening,Ahmedabad,Gujarat,South,Child (0-12),17416,69,19.36,Low,Female,ahmedabad,uttar pradesh,23.0225,72.5714,1713.319974,city_only,23.0225,72.5714
Robbery,High,28-06-2022,23:13,Sunday,2,2024,Morning,Chennai,Tamil Nadu,West,Senior (56+),7542,4,2.56,High,Female,chennai,maharashtra,13.0827,80.2707,959.4102438,city_only,13.0827,80.2707
Robbery,Critical,11-10-2023,17:58,Friday,9,2025,Morning,Kolkata,West Bengal,East,Teen (13-19),13794,36,2.16,High,Male,kolkata,maharashtra,22.5726,88.3639,947.2425661,city_only,22.5726,88.3639
Fraud,Low,03-03-2023,15:32,Sunday,7,2025,Afternoon,Delhi,Delhi,East,Adult (36-55),8581,61,18.96,High,Male,delhi,rajasthan,28.6139,77.209,89.31044208,city_only,28.6139,77.209
Vandalism,High,16-09-2023,05:10,Thursday,9,2023,Morning,Lucknow,Uttar Pradesh,South,Adult (36-55),23285,3,7.88,Low,Male,lucknow,tamil nadu,26.8467,80.9462,1560.476255,city_only,26.8467,80.9462
Domestic Violence,Critical,10-12-2021,21:34,Monday,2,2024,Afternoon,Hyderabad,Telangana,West,Teen (13-19),15608,60,10.98,Medium,Other,hyderabad,karnataka,17.385,78.4867,1386.169978,city_only,17.385,78.4867
Fraud,Low,07-07-2021,23:17,Thursday,8,2022,Morning,Mumbai,Maharashtra,East,Adult (36-55),24231,36,15.48,Medium,Male,mumbai,maharashtra,19.076,72.8777,5.131969949,city_state,19.076,72.8777
Cybercrime,Critical,26-06-2025,02:47,Thursday,4,2022,Afternoon,Lucknow,Uttar Pradesh,South,Senior (56+),9507,92,18.01,Medium,Other,lucknow,delhi,26.8467,80.9462,1734.72839,city_only,26.8467,80.9462
Fraud,High,21-08-2021,23:11,Wednesday,2,2025,Evening,Jaipur,Rajasthan,East,Young Adult (20-35),6795,8,15.79,Medium,Male,jaipur,tamil nadu,26.9124,75.7873,257.1526174,city_only,26.9124,75.7873
Robbery,Medium,16-10-2022,02:01,Thursday,3,2024,Afternoon,Chennai,Tamil Nadu,South,Senior (56+),9912,78,14.76,High,Female,chennai,tamil nadu,13.0827,80.2707,2.787545078,city_state,13.0827,80.2707
Vandalism,Low,14-02-2024,00:40,Friday,10,2022,Evening,Delhi,Delhi,Central,Young Adult (20-35),11046,10,7.42,High,Male,delhi,tamil nadu,28.6139,77.209,1696.602286,city_only,28.6139,77.209
Theft,High,20-06-2021,01:46,Thursday,1,2024,Evening,Kolkata,West Bengal,East,Child (0-12),7524,70,12.85,High,Female,kolkata,telangana,22.5726,88.3639,1482.354981,city_only,22.5726,88.3639
Theft,Low,14-07-2024,02:33,Monday,3,2025,Night,Delhi,Delhi,North,Child (0-12),16838,59,5.38,High,Male,delhi,maharashtra,28.6139,77.209,856.2949914,city_only,28.6139,77.209
Domestic Violence,High,18-06-2024,21:30,Monday,5,2021,Night,Pune,Maharashtra,North,Young Adult (20-35),7047,85,9.17,Medium,Female,pune,rajasthan,18.5204,73.8567,2113.900613,city_only,18.5204,73.8567
Fraud,High,13-01-2023,23:22,Wednesday,6,2022,Evening,Mumbai,Maharashtra,North,Teen (13-19),26588,18,1.13,Low,Male,mumbai,uttar pradesh,19.076,72.8777,1816.323077,city_only,19.076,72.8777
Theft,Critical,11-11-2023,08:05,Monday,10,2021,Night,Kolkata,West Bengal,Central,Senior (56+),7549,11,12.99,High,Male,kolkata,tamil nadu,22.5726,88.3639,2289.195763,city_only,22.5726,88.3639
Vandalism,Medium,24-01-2024,05:59,Sunday,3,2025,Evening,Ahmedabad,Gujarat,East,Child (0-12),19270,92,5.52,High,Other,ahmedabad,maharashtra,23.0225,72.5714,2172.66063,city_only,23.0225,72.5714
Murder,High,31-10-2023,11:41,Sunday,10,2022,Evening,Mumbai,Maharashtra,West,Adult (36-55),19807,89,13.84,Low,Other,mumbai,uttar pradesh,19.076,72.8777,1435.443001,city_only,19.076,72.8777
Assault,Low,10-07-2025,04:27,Friday,5,2022,Night,Hyderabad,Telangana,West,Adult (36-55),14645,40,0.43,Medium,Female,hyderabad,tamil nadu,17.385,78.4867,1568.525875,city_only,17.385,78.4867
Cybercrime,Low,13-11-2023,02:36,Monday,2,2024,Night,Kolkata,West Bengal,Central,Adult (36-55),12321,67,8.13,High,Male,kolkata,telangana,22.5726,88.3639,466.0868124,city_only,22.5726,88.3639
Vandalism,High,27-06-2025,04:23,Thursday,1,2025,Night,Jaipur,Rajasthan,North,Senior (56+),28443,9,6.13,High,Male,jaipur,maharashtra,26.9124,75.7873,2329.880909,city_only,26.9124,75.7873
Assault,Low,01-04-2022,15:08,Sunday,1,2025,Night,Hyderabad,Telangana,East,Senior (56+),16253,6,12.59,Low,Other,hyderabad,maharashtra,17.385,78.4867,2008.660384,city_only,17.385,78.4867
Robbery,Critical,06-06-2023,04:30,Thursday,3,2021,Morning,Pune,Maharashtra,Central,Senior (56+),10278,79,16.06,Medium,Female,pune,maharashtra,18.5204,73.8567,4.459898483,city_state,18.5204,73.8567
Domestic Violence,Low,07-11-2022,13:14,Saturday,11,2023,Evening,Pune,Maharashtra,North,Teen (13-19),12728,45,11.06,Low,Female,pune,rajasthan,18.5204,73.8567,1690.531965,city_only,18.5204,73.8567
Theft,Medium,26-01-2021,17:40,Saturday,9,2024,Evening,Delhi,Delhi,North,Teen (13-19),20409,46,13.26,Medium,Other,delhi,rajasthan,28.6139,77.209,1944.281799,city_only,28.6139,77.209
Domestic Violence,Low,01-08-2023,12:42,Wednesday,3,2024,Night,Kolkata,West Bengal,West,Teen (13-19),23889,12,16.85,Low,Male,kolkata,tamil nadu,22.5726,88.3639,1125.09346,city_only,22.5726,88.3639
Robbery,Low,23-07-2023,08:29,Wednesday,5,2025,Night,Jaipur,Rajasthan,South,Adult (36-55),20951,3,1.43,High,Female,jaipur,telangana,26.9124,75.7873,1045.160397,city_only,26.9124,75.7873
Domestic Violence,Critical,21-05-2025,04:31,Monday,7,2025,Morning,Chennai,Tamil Nadu,South,Young Adult (20-35),24677,55,4.89,Medium,Female,chennai,maharashtra,13.0827,80.2707,1379.281899,city_only,13.0827,80.2707
Burglary,High,10-10-2021,05:33,Saturday,9,2024,Evening,Chennai,Tamil Nadu,West,Young Adult (20-35),22911,27,8.33,Low,Male,chennai,uttar pradesh,13.0827,80.2707,1956.453247,city_only,13.0827,80.2707
Domestic Violence,Low,22-11-2023,17:29,Saturday,9,2024,Afternoon,Mumbai,Maharashtra,North,Teen (13-19),11646,30,19.79,Medium,Male,mumbai,maharashtra,19.076,72.8777,4.94995368,city_state,19.076,72.8777
Murder,High,25-06-2024,21:41,Friday,11,2024,Night,Chennai,Tamil Nadu,South,Adult (36-55),5918,1,13.36,Low,Other,chennai,west bengal,13.0827,80.2707,1838.419445,city_only,13.0827,80.2707
Robbery,Critical,16-10-2021,23:35,Wednesday,4,2024,Afternoon,Lucknow,Uttar Pradesh,West,Adult (36-55),15714,13,11.48,High,Other,lucknow,uttar pradesh,26.8467,80.9462,4.221228952,city_state,26.8467,80.9462
Robbery,Medium,04-11-2024,13:20,Monday,12,2021,Night,Delhi,Delhi,East,Teen (13-19),17350,76,18.9,High,Male,delhi,uttar pradesh,28.6139,77.209,1761.026413,city_only,28.6139,77.209
Domestic Violence,High,18-01-2025,22:35,Sunday,11,2022,Afternoon,Delhi,Delhi,North,Teen (13-19),21666,60,14.26,Low,Other,delhi,gujarat,28.6139,77.209,1182.770504,city_only,28.6139,77.209
Fraud,Critical,10-07-2022,17:25,Wednesday,9,2024,Evening,Kolkata,West Bengal,North,Young Adult (20-35),14260,29,15.27,High,Female,kolkata,rajasthan,22.5726,88.3639,391.4523236,city_only,22.5726,88.3639
Cybercrime,Medium,04-09-2021,06:30,Tuesday,4,2024,Afternoon,Ahmedabad,Gujarat,South,Senior (56+),23477,89,13.32,High,Female,ahmedabad,karnataka,23.0225,72.5714,1332.881578,city_only,23.0225,72.5714
Vandalism,Medium,11-09-2023,05:55,Saturday,5,2025,Morning,Ahmedabad,Gujarat,South,Young Adult (20-35),21142,28,18.12,Low,Male,ahmedabad,delhi,23.0225,72.5714,404.7478348,city_only,23.0225,72.5714
Theft,High,23-05-2025,19:31,Tuesday,12,2025,Night,Pune,Maharashtra,North,Adult (36-55),18991,98,5.7,Low,Male,pune,maharashtra,18.5204,73.8567,2.766782233,city_state,18.5204,73.8567
Vandalism,Medium,03-03-2021,17:05,Wednesday,11,2023,Afternoon,Lucknow,Uttar Pradesh,South,Teen (13-19),21836,68,1.8,Medium,Female,lucknow,maharashtra,26.8467,80.9462,1878.077327,city_only,26.8467,80.9462
Burglary,High,20-03-2025,23:38,Saturday,12,2021,Morning,Jaipur,Rajasthan,East,Senior (56+),13829,81,11.26,Low,Other,jaipur,rajasthan,26.9124,75.7873,5.776734935,city_state,26.9124,75.7873
Drug Offense,High,28-06-2022,05:47,Thursday,10,2022,Morning,Pune,Maharashtra,West,Young Adult (20-35),25866,5,7.47,High,Male,pune,maharashtra,18.5204,73.8567,5.180991769,city_state,18.5204,73.8567
Murder,Low,09-10-2023,02:11,Friday,5,2025,Afternoon,Delhi,Delhi,South,Senior (56+),26452,5,2.7,Medium,Female,delhi,tamil nadu,28.6139,77.209,826.2057346,city_only,28.6139,77.209
Theft,Medium,26-08-2023,16:09,Friday,12,2024,Afternoon,Ahmedabad,Gujarat,North,Child (0-12),29707,3,1.26,Medium,Other,ahmedabad,tamil nadu,23.0225,72.5714,1015.511135,city_only,23.0225,72.5714
Cybercrime,Medium,19-02-2024,00:04,Tuesday,12,2025,Night,Ahmedabad,Gujarat,East,Adult (36-55),5562,19,11.52,High,Male,ahmedabad,gujarat,23.0225,72.5714,4.535404705,city_state,23.0225,72.5714
Burglary,Medium,09-10-2021,18:44,Tuesday,9,2021,Afternoon,Pune,Maharashtra,East,Adult (36-55),17444,47,12.8,High,Male,pune,maharashtra,18.5204,73.8567,2.985602926,city_state,18.5204,73.8567
Vandalism,Low,05-02-2021,20:13,Friday,9,2023,Morning,Chennai,Tamil Nadu,Central,Teen (13-19),18555,83,5.15,Medium,Male,chennai,west bengal,13.0827,80.2707,2592.993301,city_only,13.0827,80.2707
Murder,Low,13-04-2021,09:44,Friday,5,2023,Evening,Delhi,Delhi,Central,Teen (13-19),14867,13,3.72,Low,Male,delhi,rajasthan,28.6139,77.209,492.4696906,city_only,28.6139,77.209
Drug Offense,Critical,22-06-2021,05:45,Sunday,10,2022,Afternoon,Ahmedabad,Gujarat,North,Senior (56+),18782,1,17.21,High,Male,ahmedabad,maharashtra,23.0225,72.5714,1466.24391,city_only,23.0225,72.5714
Murder,Critical,14-01-2025,09:35,Thursday,9,2023,Night,Ahmedabad,Gujarat,East,Child (0-12),6396,37,1.67,Low,Male,ahmedabad,delhi,23.0225,72.5714,2391.468402,city_only,23.0225,72.5714
Theft,Medium,25-03-2021,14:41,Thursday,3,2021,Evening,Lucknow,Uttar Pradesh,North,Senior (56+),19296,10,5.77,Medium,Other,lucknow,telangana,26.8467,80.9462,981.959069,city_only,26.8467,80.9462
Vandalism,High,23-09-2023,02:05,Saturday,3,2024,Night,Delhi,Delhi,West,Senior (56+),18164,90,3.14,Medium,Other,delhi,karnataka,28.6139,77.209,1003.794476,city_only,28.6139,77.209
Theft,Critical,03-03-2024,11:34,Thursday,1,2021,Afternoon,Bangalore,Karnataka,Central,Senior (56+),10894,63,4.91,Low,Male,bangalore,maharashtra,12.9716,77.5946,1980.312081,city_only,12.9716,77.5946
Fraud,High,23-03-2023,14:18,Sunday,11,2021,Morning,Pune,Maharashtra,South,Child (0-12),15404,37,7.2,High,Other,pune,telangana,18.5204,73.8567,586.2081451,city_only,18.5204,73.8567
Burglary,Low,20-07-2025,07:27,Friday,9,2024,Afternoon,Mumbai,Maharashtra,Central,Teen (13-19),13760,74,11.37,Medium,Female,mumbai,telangana,19.076,72.8777,1719.625704,city_only,19.076,72.8777
Vandalism,Medium,26-10-2021,04:23,Sunday,2,2023,Evening,Bangalore,Karnataka,West,Young Adult (20-35),9190,6,2.65,Medium,Other,bangalore,karnataka,12.9716,77.5946,2051.002978,city_state,12.9716,77.5946
Cybercrime,Critical,04-06-2021,11:12,Friday,7,2023,Morning,Bangalore,Karnataka,Central,Adult (36-55),20981,30,16.74,Low,Female,bangalore,telangana,12.9716,77.5946,432.5813765,city_only,12.9716,77.5946
Theft,Low,29-12-2021,10:15,Tuesday,11,2021,Afternoon,Kolkata,West Bengal,South,Adult (36-55),24757,93,14.91,Low,Male,kolkata,west bengal,22.5726,88.3639,1.500100404,city_state,22.5726,88.3639
Robbery,High,13-09-2021,11:56,Tuesday,9,2023,Night,Bangalore,Karnataka,South,Adult (36-55),26933,41,3.97,High,Other,bangalore,delhi,12.9716,77.5946,1690.662533,city_only,12.9716,77.5946
Assault,High,18-10-2024,08:43,Tuesday,2,2022,Afternoon,Jaipur,Rajasthan,East,Teen (13-19),6254,91,15.76,Low,Other,jaipur,uttar pradesh,26.9124,75.7873,1200.452626,city_only,26.9124,75.7873
Fraud,Low,12-08-2025,15:28,Sunday,6,2024,Evening,Ahmedabad,Gujarat,Central,Senior (56+),15038,84,4.33,Medium,Other,ahmedabad,uttar pradesh,23.0225,72.5714,935.3882173,city_only,23.0225,72.5714
Fraud,Critical,23-03-2022,20:48,Friday,3,2024,Evening,Lucknow,Uttar Pradesh,North,Child (0-12),9794,6,9.21,Low,Other,lucknow,maharashtra,26.8467,80.9462,608.1857143,city_only,26.8467,80.9462
Theft,Critical,11-05-2022,07:57,Monday,7,2024,Evening,Mumbai,Maharashtra,Central,Young Adult (20-35),26621,2,0.1,Low,Other,mumbai,tamil nadu,19.076,72.8777,1262.6065,city_only,19.076,72.8777
Robbery,High,22-05-2021,03:37,Thursday,6,2024,Evening,Hyderabad,Telangana,North,Adult (36-55),23171,58,18.8,High,Other,hyderabad,rajasthan,17.385,78.4867,1267.00315,city_only,17.385,78.4867
Theft,High,19-06-2021,10:02,Friday,9,2022,Morning,Chennai,Tamil Nadu,North,Adult (36-55),12212,61,14.25,Medium,Other,chennai,delhi,13.0827,80.2707,2211.002024,city_only,13.0827,80.2707
Fraud,Medium,20-12-2024,01:38,Tuesday,7,2024,Afternoon,Lucknow,Uttar Pradesh,Central,Young Adult (20-35),5776,6,14.52,Medium,Other,lucknow,tamil nadu,26.8467,80.9462,847.6632288,city_only,26.8467,80.9462
Assault,Low,12-03-2022,00:17,Sunday,3,2021,Morning,Delhi,Delhi,East,Child (0-12),19945,19,17.5,Low,Other,delhi,telangana,28.6139,77.209,1547.251005,city_only,28.6139,77.209
Robbery,Medium,11-06-2025,21:50,Saturday,10,2022,Night,Pune,Maharashtra,Central,Child (0-12),11408,39,2.07,Low,Female,pune,west bengal,18.5204,73.8567,2315.702437,city_only,18.5204,73.8567
Vandalism,Low,10-06-2022,19:27,Sunday,5,2022,Afternoon,Delhi,Delhi,North,Adult (36-55),14953,15,10.49,Medium,Male,delhi,delhi,28.6139,77.209,0.397281731,city_state,28.6139,77.209
Burglary,Medium,03-12-2021,19:04,Tuesday,8,2021,Evening,Bangalore,Karnataka,Central,Child (0-12),20809,48,17.14,High,Male,bangalore,delhi,12.9716,77.5946,2395.911149,city_only,12.9716,77.5946
Domestic Violence,High,24-05-2025,13:44,Sunday,4,2022,Evening,Jaipur,Rajasthan,South,Young Adult (20-35),13100,23,18.19,Medium,Male,jaipur,west bengal,26.9124,75.7873,1597.770714,city_only,26.9124,75.7873
Theft,Critical,24-10-2022,11:56,Wednesday,4,2022,Evening,Lucknow,Uttar Pradesh,North,Teen (13-19),26726,98,1.54,High,Other,lucknow,uttar pradesh,26.8467,80.9462,4.390223706,city_state,26.8467,80.9462
Drug Offense,Medium,20-09-2023,17:07,Sunday,10,2022,Night,Bangalore,Karnataka,North,Senior (56+),10430,20,0.23,Medium,Other,bangalore,tamil nadu,12.9716,77.5946,192.7775987,city_only,12.9716,77.5946
Fraud,High,15-07-2025,04:01,Friday,7,2021,Morning,Lucknow,Uttar Pradesh,East,Adult (36-55),8285,45,6.05,Medium,Other,lucknow,west bengal,26.8467,80.9462,1086.340978,city_only,26.8467,80.9462
Murder,Critical,02-09-2024,01:30,Monday,2,2023,Afternoon,Delhi,Delhi,North,Senior (56+),17802,83,10.34,Low,Male,delhi,uttar pradesh,28.6139,77.209,1574.799874,city_only,28.6139,77.209
Theft,High,16-08-2023,10:13,Friday,6,2023,Evening,Chennai,Tamil Nadu,West,Senior (56+),27427,96,16.99,High,Female,chennai,delhi,13.0827,80.2707,508.0750113,city_only,13.0827,80.2707
Domestic Violence,High,07-06-2021,06:24,Wednesday,9,2023,Evening,Delhi,Delhi,Central,Young Adult (20-35),28423,23,3.68,Low,Female,delhi,maharashtra,28.6139,77.209,2487.850171,city_only,28.6139,77.209
Fraud,Critical,16-03-2024,20:46,Friday,12,2022,Afternoon,Bangalore,Karnataka,Central,Senior (56+),19346,44,6.15,High,Male,bangalore,tamil nadu,12.9716,77.5946,594.3869195,city_only,12.9716,77.5946
Cybercrime,Critical,11-02-2025,03:51,Friday,11,2022,Evening,Jaipur,Rajasthan,East,Child (0-12),5307,69,19.12,Low,Female,jaipur,tamil nadu,26.9124,75.7873,1443.798057,city_only,26.9124,75.7873
Vandalism,Low,28-09-2022,03:59,Saturday,4,2025,Morning,Jaipur,Rajasthan,East,Senior (56+),16035,7,5.22,High,Other,jaipur,delhi,26.9124,75.7873,450.4636159,city_only,26.9124,75.7873
Fraud,Critical,15-02-2022,01:22,Thursday,8,2022,Afternoon,Chennai,Tamil Nadu,West,Senior (56+),18266,5,6.4,High,Other,chennai,gujarat,13.0827,80.2707,2517.048646,city_only,13.0827,80.2707
Vandalism,High,10-07-2023,21:32,Tuesday,4,2021,Morning,Pune,Maharashtra,South,Young Adult (20-35),9005,95,8.16,High,Male,pune,west bengal,18.5204,73.8567,1786.752989,city_only,18.5204,73.8567
Burglary,Low,15-06-2025,12:37,Friday,10,2021,Night,Chennai,Tamil Nadu,Central,Child (0-12),14630,85,7.46,Medium,Female,chennai,gujarat,13.0827,80.2707,2438.375384,city_only,13.0827,80.2707
Drug Offense,Medium,13-11-2021,05:10,Monday,11,2025,Evening,Jaipur,Rajasthan,North,Young Adult (20-35),6322,71,2.33,High,Female,jaipur,rajasthan,26.9124,75.7873,5.120703435,city_state,26.9124,75.7873
Domestic Violence,Medium,24-11-2023,19:09,Tuesday,10,2023,Morning,Bangalore,Karnataka,Central,Young Adult (20-35),8370,52,12.57,High,Male,bangalore,uttar pradesh,12.9716,77.5946,75.71568079,city_only,12.9716,77.5946
Drug Offense,Medium,10-02-2025,18:17,Sunday,11,2024,Evening,Jaipur,Rajasthan,North,Teen (13-19),27449,34,11.75,Low,Female,jaipur,delhi,26.9124,75.7873,1880.812285,city_only,26.9124,75.7873
Assault,Critical,04-07-2025,21:31,Tuesday,6,2025,Afternoon,Mumbai,Maharashtra,East,Senior (56+),20750,32,11.21,Medium,Female,mumbai,maharashtra,19.076,72.8777,4.822787924,city_state,19.076,72.8777
Cybercrime,High,28-08-2021,13:48,Tuesday,10,2024,Night,Mumbai,Maharashtra,Central,Teen (13-19),25742,25,11.79,Medium,Other,mumbai,tamil nadu,19.076,72.8777,2016.323194,city_only,19.076,72.8777
Theft,Critical,06-12-2022,21:04,Monday,9,2024,Morning,Jaipur,Rajasthan,North,Senior (56+),16661,12,11.71,Low,Other,jaipur,delhi,26.9124,75.7873,1521.205181,city_only,26.9124,75.7873
Drug Offense,High,18-12-2021,07:56,Wednesday,12,2021,Morning,Chennai,Tamil Nadu,North,Teen (13-19),26539,53,7.96,High,Male,chennai,maharashtra,13.0827,80.2707,1785.550232,city_only,13.0827,80.2707
Vandalism,High,16-05-2021,18:29,Saturday,6,2022,Evening,Lucknow,Uttar Pradesh,East,Senior (56+),14845,28,10.06,High,Male,lucknow,delhi,26.8467,80.9462,2371.91506,city_only,26.8467,80.9462
Assault,Low,07-09-2025,18:19,Thursday,5,2023,Night,Delhi,Delhi,North,Teen (13-19),9108,64,10.97,Medium,Male,delhi,uttar pradesh,28.6139,77.209,1394.185499,city_only,28.6139,77.209
Theft,Medium,03-07-2025,10:36,Saturday,5,2022,Evening,Pune,Maharashtra,North,Child (0-12),7983,76,9.52,High,Male,pune,uttar pradesh,18.5204,73.8567,1818.447381,city_only,18.5204,73.8567
Robbery,Low,06-11-2024,22:35,Wednesday,11,2025,Night,Hyderabad,Telangana,Central,Adult (36-55),13358,27,4.76,Medium,Male,hyderabad,west bengal,17.385,78.4867,1433.365221,city_only,17.385,78.4867
Murder,Critical,19-06-2022,05:18,Friday,2,2025,Night,Kolkata,West Bengal,North,Adult (36-55),19515,18,11.91,High,Other,kolkata,gujarat,22.5726,88.3639,187.1796232,city_only,22.5726,88.3639
Theft,Low,18-12-2024,04:56,Friday,7,2023,Afternoon,Ahmedabad,Gujarat,South,Teen (13-19),9923,16,13.13,High,Male,ahmedabad,rajasthan,23.0225,72.5714,2204.036988,city_only,23.0225,72.5714
Robbery,High,10-03-2021,07:15,Friday,6,2025,Afternoon,Jaipur,Rajasthan,Central,Senior (56+),29606,95,6.14,Low,Other,jaipur,maharashtra,26.9124,75.7873,769.3798421,city_only,26.9124,75.7873
Drug Offense,Medium,15-05-2024,03:15,Friday,10,2023,Morning,Hyderabad,Telangana,South,Teen (13-19),6430,33,0.85,Low,Male,hyderabad,maharashtra,17.385,78.4867,869.8372927,city_only,17.385,78.4867
Fraud,High,11-02-2025,12:38,Monday,2,2023,Morning,Kolkata,West Bengal,West,Young Adult (20-35),12868,87,1.21,Low,Male,kolkata,karnataka,22.5726,88.3639,1722.999656,city_only,22.5726,88.3639
Cybercrime,Medium,17-09-2025,22:19,Monday,12,2021,Evening,Jaipur,Rajasthan,North,Teen (13-19),5281,62,3.24,High,Other,jaipur,maharashtra,26.9124,75.7873,1556.352569,city_only,26.9124,75.7873
Fraud,High,10-06-2023,09:51,Monday,2,2023,Afternoon,Jaipur,Rajasthan,North,Child (0-12),19803,37,13.07,Medium,Other,jaipur,karnataka,26.9124,75.7873,1951.730545,city_only,26.9124,75.7873
Theft,Critical,07-11-2022,00:23,Thursday,5,2023,Evening,Hyderabad,Telangana,Central,Teen (13-19),15304,26,3.7,Low,Female,hyderabad,uttar pradesh,17.385,78.4867,1720.316545,city_only,17.385,78.4867
Burglary,Critical,23-06-2021,18:02,Wednesday,2,2023,Morning,Pune,Maharashtra,Central,Adult (36-55),14483,57,4.19,Low,Other,pune,telangana,18.5204,73.8567,1513.213897,city_only,18.5204,73.8567
Vandalism,High,25-03-2022,16:49,Monday,2,2022,Morning,Kolkata,West Bengal,South,Young Adult (20-35),29376,23,8.75,Medium,Male,kolkata,gujarat,22.5726,88.3639,844.3600262,city_only,22.5726,88.3639
Drug Offense,Critical,17-05-2023,06:49,Wednesday,3,2021,Evening,Kolkata,West Bengal,South,Senior (56+),23124,61,18.3,High,Male,kolkata,maharashtra,22.5726,88.3639,1384.837183,city_only,22.5726,88.3639
